input,model,top0,top1,top10,top11,top12,top13,top14,top15,top16,top17,top18,top19,top2,top3,top4,top5,top6,top7,top8,top9,right
财富贷说明,dssm,什么是“悦生活”,“悦生活”的网址,什么是私人银行卡,私人银行卡是什么,私人银行卡是啥,什么是公务卡,什么是“湖南师范大学名校卡”,共管卡是什么,共管卡是啥,什么是共管卡,共管卡,我需要人工服务,实物金价格表,实物金价目表,什么是保险类别？,保险类别有哪些,保险类别是什么,保险类别,感激涕零,什么是建信人寿,0
财富贷说明,tfidf,预授权干什么,,,,,,,,,,,,,,,,,,,,0
财富贷客户群,topic,信用卡怎么提额或者降额,陆港通龙卡有哪几种,乐当家理财卡（金卡/白金卡）如何选号,乐当家理财卡（金卡/白金卡）怎么选号,乐当家理财卡（金卡/白金卡）选号功能,乐当家理财卡（金卡/白金卡）能否选号,什么是陆港通龙卡的建行（亚洲）电话银行号码,“陆港通龙卡”有哪些种类,定活互转,同一客户可以申请几张“陆港通龙卡”,“陆港通龙卡”具有哪些特点,乐当家理财卡（金卡/白金卡）选号规则,银行卡一年没用了能收到转钱吗,乐当家理财卡（金卡/白金卡）是否有配套存折,提示“0250B2114014客户信息不存在”是什么意思,陆港通龙卡,什么是乐当家理财卡一卡多账户功能,乐当家理财卡（金卡/白金卡）的卡面颜色,陆港通龙卡的种类,出现错误代码“0690E1133002”怎么办,0
财富贷客户群,dssm,什么是保险类别？,保险类别,什么是套算汇率,什么是公务卡,动态口令卡是什么,神马是快贷,什么是快贷,快贷是啥,什么是“南商龙卡”,什么是汇率风险,资产证明,什么是社会保障卡,保险类别有哪些,保险类别是什么,“悦生活”的网址,什么是“悦生活”,实物金价目表,实物金价格表,什么是一般存款账户,感激涕零,0
财富贷客户群,tfidf,会帮存钱,,,,,,,,,,,,,,,,,,,,0
“蓝豹百大”龙卡联名卡有附属卡吗,topic,蓝豹百大贵宾龙卡相关费用说明,非“蓝豹”LAMPO、常州百大公司会员客户如何办理“蓝豹·百大”龙卡联名卡,“蓝豹·百大”龙卡联名卡的有效期,“蓝豹百大”龙卡联名卡的有效期,什么是联名借记卡-国泰君安龙卡,“庄胜崇光百货龙卡”如何区分金卡与银卡,“蓝豹·百大”龙卡联名卡与双币种信用卡有什么区别，能否重复申请,联名借记卡-国泰君安龙卡的含义,蓝豹百大龙卡联名卡贵宾卡手续费如何收取,蓝豹百大龙卡联名卡贵宾卡如何收取手续费,什么是“蓝豹·百大”龙卡联名卡,蓝豹百大龙卡联名卡是什么,“文峰龙卡”联名卡可享受哪些权益,蓝豹百大贵宾卡有年费吗,蓝豹百大龙卡联名卡贵宾卡相关手续费,“蓝豹百大”龙卡联名卡贵宾卡的管理费用,“蓝豹百大”龙卡联名卡能干什么,“蓝豹·百大”龙卡联名卡贵宾卡收取哪些管理费用,蓝豹百大龙卡联名卡贵宾卡收取手续费吗,“蓝豹·百大”龙卡联名卡贵宾卡能否在异地使用,0
“蓝豹百大”龙卡联名卡有附属卡吗,dssm,保管箱押金小贴士,保管箱开箱小贴士,保管箱注意事项,保管箱资费情况,保管箱押金相关事项,保管箱钥匙丢失如何补救,保管箱销户,保管箱销户是什么,保管箱销户注意事项,保管箱钥匙丢失,保管箱怎样授权别人开箱,保管箱开箱需要做哪些准备,保管箱押金,保管箱退租,保管箱开箱,购车分期业务有哪些汽车品牌或车型,保管箱续租,保管箱开箱条件,健康关爱,健康关爱是啥,0
“蓝豹百大”龙卡联名卡有附属卡吗,tfidf,会帮存钱,,,,,,,,,,,,,,,,,,,,0
“蓝豹百大”龙卡联名卡是否有附属卡,topic,蓝豹百大贵宾龙卡相关费用说明,非“蓝豹”LAMPO、常州百大公司会员客户如何办理“蓝豹·百大”龙卡联名卡,联名借记卡-国泰君安龙卡的含义,蓝豹百大贵宾卡有年费吗,蓝豹百大龙卡联名卡贵宾卡手续费如何收取,蓝豹百大龙卡联名卡贵宾卡如何收取手续费,什么是联名借记卡-国泰君安龙卡,查询蓝豹百大龙卡联名卡,“蓝豹百大”龙卡联名卡能干什么,蓝豹百大龙卡联名卡贵宾卡收取手续费吗,联名借记卡-国泰君安龙卡的作用,“蓝豹·百大”龙卡联名卡有哪些功能,“文峰龙卡”联名卡可享受哪些权益,蓝豹百大龙卡联名卡贵宾卡相关手续费,“蓝豹百大”龙卡联名卡贵宾卡的管理费用,“蓝豹·百大”龙卡联名卡贵宾卡收取哪些管理费用,“庄胜崇光百货龙卡”如何区分金卡与银卡,“蓝豹·百大”龙卡联名卡的有效期,“蓝豹百大”龙卡联名卡的有效期,“蓝豹·百大”龙卡联名卡贵宾卡能否在异地使用,0
“蓝豹百大”龙卡联名卡是否有附属卡,dssm,购车分期业务有哪些汽车品牌或车型,保管箱押金小贴士,保管箱开箱条件,社保业务,保管箱销户注意事项,保管箱注意事项,保管箱押金相关事项,保管箱销户是什么,保管箱销户,保管箱资费情况,健康关爱是什么业务,如何判断网银盾的品牌,保管箱开箱小贴士,保管箱押金,保管箱退租,保管箱开箱,什么是“社保安民”？,健康关爱,健康关爱是啥,保管箱续租,0
“蓝豹百大”龙卡联名卡是否有附属卡,tfidf,会帮存钱,,,,,,,,,,,,,,,,,,,,0
“蓝豹百大”龙卡联名卡附属卡,topic,蓝豹百大贵宾龙卡相关费用说明,非“蓝豹”LAMPO、常州百大公司会员客户如何办理“蓝豹·百大”龙卡联名卡,什么是联名借记卡-国泰君安龙卡,联名借记卡-国泰君安龙卡,蓝豹百大龙卡联名卡贵宾卡如何收取手续费,蓝豹百大龙卡联名卡贵宾卡手续费如何收取,联名借记卡-国泰君安龙卡介绍,查询蓝豹百大龙卡联名卡,蓝豹百大龙卡联名卡,联名借记卡-支付宝龙卡的作用,“庄胜崇光百货龙卡”如何区分金卡与银卡,蓝豹百大龙卡联名卡贵宾卡收取手续费吗,“文峰龙卡”联名卡可享受哪些权益,蓝豹百大龙卡联名卡贵宾卡相关手续费,“蓝豹百大”龙卡联名卡贵宾卡的管理费用,“蓝豹·百大”龙卡联名卡的有效期,“蓝豹百大”龙卡联名卡的有效期,“蓝豹·百大”龙卡联名卡贵宾卡收取哪些管理费用,联名借记卡-国泰君安龙卡的含义,联名借记卡-国泰君安龙卡的作用,0
“蓝豹百大”龙卡联名卡附属卡,dssm,金融机构,新型医购方案运用的产品组合有哪些？ ,保险类别,保险类别有哪些,什么是保险类别？,什么是云闪父？,什么是货币基金的七日年化收益率,货币基金,我要上网,感激涕零,手机银行咋个充流量,手机银行充流量的具体步骤,万事达卡的应用范围,“悦生活”的网址,什么是“悦生活”,实物金价格表,实物金价目表,安手机银行,手机银行怎么安,保险类别是什么,0
“蓝豹百大”龙卡联名卡附属卡,tfidf,会帮存钱,,,,,,,,,,,,,,,,,,,,0
为何“蓝豹百大”龙卡联名卡无附属卡,topic,蓝豹百大贵宾龙卡相关费用说明,非“蓝豹”LAMPO、常州百大公司会员客户如何办理“蓝豹·百大”龙卡联名卡,“庄胜崇光百货龙卡”如何区分金卡与银卡,联名借记卡-国泰君安龙卡的作用,蓝豹百大龙卡联名卡贵宾卡如何收取手续费,蓝豹百大龙卡联名卡贵宾卡手续费如何收取,查询蓝豹百大龙卡联名卡,联名借记卡-支付宝龙卡的作用,“蓝豹·百大”龙卡联名卡贵宾卡能否在异地使用,蓝豹百大龙卡联名卡贵宾卡收取手续费吗,什么是联名借记卡-支付宝龙卡,蓝豹百大贵宾卡有年费吗,“文峰龙卡”联名卡可享受哪些权益,蓝豹百大龙卡联名卡贵宾卡相关手续费,“蓝豹百大”龙卡联名卡贵宾卡的管理费用,联名借记卡-国泰君安龙卡的含义,“蓝豹·百大”龙卡联名卡贵宾卡收取哪些管理费用,什么是联名借记卡-国泰君安龙卡,“蓝豹·百大”龙卡联名卡的有效期,“蓝豹百大”龙卡联名卡的有效期,0
为何“蓝豹百大”龙卡联名卡无附属卡,dssm,健康关爱是什么业务,昨天晚上我输入问题后小微找不到答案为什么没有给我提供转人工转接小微她老师的选项了呢,什么是“社保安民”？,财富卡如何预约健康关爱服务,私人银行卡如何预约健康关爱服务,网银中的“基金对比”是什么,健康关爱服务的具体内容,建行网站如何赎回基金,如何通过网上银行卖基金,健康关爱服务介绍,个人网银如何关注基金,如何判断网银盾的品牌,上海富友客服电话,购车分期业务有哪些汽车品牌或车型,健康关爱是啥,健康关爱,健康关爱指的是什么,手机银行能否交易所有在上交所、深交所及中央结算登记公司挂牌的基金,医保联名卡是否可以进行医疗结算？,社保业务,0
为何“蓝豹百大”龙卡联名卡无附属卡,tfidf,会帮存钱,,,,,,,,,,,,,,,,,,,,0
什么是III类账户,topic,II类账户如何绑定I类账户,II类账户,I类账户指什么,咋个查询账户属于几类账户,I类账户怎么解释,II类账户的定义？,I类账户的定义？,III类账户的定义？,I类账户的定位,介绍一下I类账户,I类账户的释义,I类账户的内容,什么是I类账户,I类账户是什么,什么是II类账户？,I类账户是啥,啥是I类账户,II类账户介绍,I类账户介绍,II类账户说明,0
什么是III类账户,dssm,WIFI已连接,连接WIFI,什么是CVN2码,如何直接使用手机下载“建行手机银行客户端”到IPHONE手机上？ ,IPHONE手机如何注销手机银行,“安全无忧”子方案中网上银行查询和监管的办理时间？ ,网银中“他行授权建行查询签约”是什么,实现“安全无忧”子方案中网上银行相关监管功能，客户需要办理哪些手续？ ,WIFI在哪里连,ANDROID手机能否使用建行手机银行？,电话银行CSR渠道互动短信通服务包括哪些新增功能？ ,如何在“我的.COM”中定制应用,有WIFI吗,WIFI是什么,这里有WIFI吗,连WIFI,怎么连WIFI,通过“安全无忧”子方案中网上银行，客户可以监控哪些信息？ ,绿色管家的“建设资金监管服务”是什么？,如何在“我的.COM”中进行账户验证服务,0
什么是III类账户,tfidf,会帮存钱,,,,,,,,,,,,,,,,,,,,0
III类账户的说明,topic,II类账户说明,I类账户的内容,I类账户的定位,I类账户怎么解释,介绍一下I类账户,II类账户,I类账户指什么,II类账户如何绑定I类账户,II类账户怎么理解,III类账户的定义？,II类账户的定义？,I类账户的定义？,I类账户是啥,什么是II类账户？,什么是I类账户,啥是I类账户,I类账户是什么,II类账户介绍,I类账户介绍,I类账户的释义,0
